Abbr,Beer_Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery_Name,City,State
 AK,Amber Ale,2436,0.051,NA,103,American Amber / Red Ale,12,King Street Brewing Company,Anchorage,NA
 AK,King Street Blonde Ale,1665,0.049,NA,103,American Blonde Ale,12,King Street Brewing Company,Anchorage,NA
 AK,King Street Pilsner,1706,0.055,30,103,Czech Pilsener,12,King Street Brewing Company,Anchorage,NA
 AK,Sunken Island IPA,349,0.068,63,459,American IPA,12,Kenai River Brewing Company,Soldotna,NA
 AK,Urban Wilderness Pale Ale,30,0.049,NA,558,English Pale Ale,12,Sleeping Lady Brewing Company,Anchorage,NA
 AK,Twister Creek India Pale Ale,947,0.065,71,454,American IPA,12,Denali Brewing Company,Talkeetna,NA
 AK,King Street IPA,1667,0.06,70,103,American IPA,12,King Street Brewing Company,Anchorage,NA
 AK,Sockeye Red IPA,434,0.057,70,224,American IPA,12,Midnight Sun Brewing Company,Anchorage,NA
 AK,Fairweather IPA,648,0.061,64,494,American IPA,12,Broken Tooth Brewing Company,Anchorage,NA
 AK,Pleasure Town,2093,0.063,61,224,American IPA,12,Midnight Sun Brewing Company,Anchorage,NA
 AK,Pleasure Town IPA,1814,0.063,61,224,American IPA,12,Midnight Sun Brewing Company,Anchorage,NA
 AK,Chuli Stout,1213,0.059,55,454,Irish Dry Stout,12,Denali Brewing Company,Talkeetna,NA
 AK,Mother Ale,1159,0.056,46,454,American Blonde Ale,12,Denali Brewing Company,Talkeetna,NA
 AK,Single Engine Red,929,0.058,46,454,Irish Red Ale,12,Denali Brewing Company,Talkeetna,NA
 AK,Freeride APA,1921,0.053,40,271,American Pale Ale (APA),12,Alaskan Brewing Company,Juneau,NA
 AK,Skilak Scottish Ale,1193,0.058,36,459,Scottish Ale,12,Kenai River Brewing Company,Soldotna,NA
 AK,Skilak Scottish Ale (2011),348,0.058,36,459,Scottish Ale,12,Kenai River Brewing Company,Soldotna,NA
 AK,Kodiak Brown Ale,586,0.05,24,224,American Brown Ale,12,Midnight Sun Brewing Company,Anchorage,NA
 AK,Alaskan Amber,1920,0.053,18,271,Altbier,12,Alaskan Brewing Company,Juneau,NA
 AK,Polar Pale Ale,920,0.052,17,494,American Pale Ale (APA),12,Broken Tooth Brewing Company,Anchorage,NA
 AK,Northern Lights Amber Ale,921,0.05,15,494,American Amber / Red Ale,12,Broken Tooth Brewing Company,Anchorage,NA
 AK,Peninsula Brewers Reserve (PBR),1187,0.05,15,459,American Blonde Ale,12,Kenai River Brewing Company,Soldotna,NA
 AK,Chugach Session Ale,919,0.048,13,494,Cream Ale,12,Broken Tooth Brewing Company,Anchorage,NA
 AK,Snowshoe White Ale,587,0.048,12,224,Witbier,12,Midnight Sun Brewing Company,Anchorage,NA
 AK,King Street Hefeweizen,1666,0.057,10,103,Hefeweizen,12,King Street Brewing Company,Anchorage,NA
 AL,Truck Stop Honey Brown Ale,1876,0.06,NA,287,English Brown Ale,12,Back Forty Beer Company,Gadsden,NA
 AL,Snake Handler Double IPA,312,0.093,103,479,American Double / Imperial IPA,12,Good People Brewing Company,Birmingham,NA
 AL,Monkeynaut IPA,637,0.072,70,413,American IPA,12,Straight to Ale,Huntsville,NA
 AL,Good People IPA,309,0.06,64,479,American IPA,12,Good People Brewing Company,Birmingham,NA
 AL,Coffee Oatmeal Stout,311,0.06,54,479,Oatmeal Stout,12,Good People Brewing Company,Birmingham,NA
 AL,Naked Pig Pale Ale,1875,0.06,43,287,American Pale Ale (APA),12,Back Forty Beer Company,Gadsden,NA
 AL,Good People American Brown Ale,308,0.058,36,479,American Brown Ale,12,Good People Brewing Company,Birmingham,NA
 AL,Good People Pale Ale,1000,0.056,36,479,American Pale Ale (APA),12,Good People Brewing Company,Birmingham,NA
 AL,Lily Flagg Milk Stout,925,0.05,30,413,Milk / Sweet Stout,12,Straight to Ale,Huntsville,NA
 AL,Sand Island Lighthouse,1410,0.051,25,413,Kölsch,12,Straight to Ale,Huntsville,NA
 AR,Arkansas Red,1650,0.052,16,140,American Amber / Red Ale,12,Core Brewing & Distilling Company,Springdale,NA
 AR,Behemoth,2351,0.05,NA,140,American Pilsner,12,Core Brewing & Distilling Company,Springdale,NA
 AR,Core ESB,1336,0.061,36,140,Extra Special / Strong Bitter (ESB),12,Core Brewing & Distilling Company,Springdale,NA
 AR,Core Oatmeal Stout,1337,0.057,NA,140,Oatmeal Stout,12,Core Brewing & Distilling Company,Springdale,NA
 AR,Ozark American Pale Ale,1961,0.04,39,260,American Pale Ale (APA),12,Ozark Beer Company,Rogers,NA
 AZ,Barrio Tucson Blonde,1343,0.045,NA,252,American Blonde Ale,12,Barrio Brewing Company,Tucson,NA
 AZ,Big Blue Van,2061,0.058,NA,233,Fruit / Vegetable Beer,16,College Street Brewhouse and Pub,Lake Havasu City,NA
 AZ,Black Iron India Pale Ale,142,NA,NA,537,American IPA,12,Grand Canyon Brewing Company,Williams,NA
 AZ,Desert Magic IPA,625,0.072,NA,508,American IPA,12,Mudshark Brewing Company,Lake Havasu City,NA
 AZ,Dry Heat Hefeweizen (2006),131,0.055,NA,508,Hefeweizen,12,Mudshark Brewing Company,Lake Havasu City,NA
 AZ,Full Moon Belgian White Ale,768,0.085,NA,508,Witbier,12,Mudshark Brewing Company,Lake Havasu City,NA
 AZ,Full Moon Belgian White Ale (2007),132,0.085,NA,508,Witbier,12,Mudshark Brewing Company,Lake Havasu City,NA
 AZ,Grand Canyon American Pilsner,476,0.052,25,537,American Pilsner,12,Grand Canyon Brewing Company,Williams,NA
 AZ,Grand Canyon Sunset Amber Ale,143,0.054,NA,537,American Amber / Red Ale,12,Grand Canyon Brewing Company,Williams,NA
 AZ,I.W.A. (2011),1329,0.06,NA,31,American Pale Wheat Ale,12,SanTan Brewing Company,Chandler,NA
 AZ,Knotty Pine,2311,0.054,NA,159,American Pale Ale (APA),12,Lumberyard Brewing Company,Flagstaff,NA
 AZ,Liquid Amber Ale,64,NA,NA,549,American Amber / Red Ale,12,Prescott Brewing Company,Prescott,NA
 AZ,Lumberyard IPA,355,0.061,NA,159,American IPA,12,Lumberyard Brewing Company,Flagstaff,NA
 AZ,Lumberyard Red Ale,125,0.058,NA,159,American Amber / Red Ale,12,Lumberyard Brewing Company,Flagstaff,NA
 AZ,Oktoberfest,1995,0.055,NA,31,Märzen / Oktoberfest,12,SanTan Brewing Company,Chandler,NA
 AZ,Ponderosa IPA,335,0.065,70,549,American IPA,12,Prescott Brewing Company,Prescott,NA
 AZ,Pumpkin Porter,1616,0.051,NA,161,American Porter,12,Four Peaks Brewing Company,Tempe,NA
 AZ,Rail Slide Imperial Spiced Ale,839,0.081,NA,31,Herbed / Spiced Beer,12,SanTan Brewing Company,Chandler,NA
 AZ,Sunbru Kölsch,178,0.052,NA,161,Kölsch,12,Four Peaks Brewing Company,Tempe,NA
 AZ,Supermonk I.P.A.,1299,0.065,NA,31,Belgian IPA,12,SanTan Brewing Company,Chandler,NA
 AZ,Up River Light,326,0.042,NA,508,Light Lager,12,Mudshark Brewing Company,Lake Havasu City,NA
 AZ,Wapiti Amber Ale,327,0.05,NA,550,American Amber / Red Ale,12,Mogollon Brewing Company,Flagstaff,NA
 AZ,White Water Wheat,477,0.05,NA,537,American Pale Wheat Ale,12,Grand Canyon Brewing Company,Williams,NA
 AZ,Count Hopula (Vault Series),2063,0.091,99,31,American Double / Imperial IPA,16,SanTan Brewing Company,Chandler,NA
 AZ,Hop Shock IPA,1071,0.07,85,31,American IPA,12,SanTan Brewing Company,Chandler,NA
 AZ,Hop Shock IPA (2010),317,0.07,85,31,American IPA,12,SanTan Brewing Company,Chandler,NA
 AZ,Barrio Blanco,2005,0.06,60,252,American IPA,12,Barrio Brewing Company,Tucson,NA
 AZ,Camelback,2312,0.061,60,158,American IPA,12,Phoenix Ale Brewery,Phoenix,NA
 AZ,Hop Knot IPA,358,0.067,47,161,American IPA,12,Four Peaks Brewing Company,Tempe,NA
 AZ,American Idiot Ale (2012),764,0.055,45,31,American Pale Ale (APA),12,SanTan Brewing Company,Chandler,NA
 AZ,Devil’s Ale,850,0.055,45,31,American Pale Ale (APA),12,SanTan Brewing Company,Chandler,NA
 AZ,Devil’s Ale (2010),285,0.055,45,31,American Pale Ale (APA),12,SanTan Brewing Company,Chandler,NA
 AZ,Winter Warmer (Vault Series),2073,0.095,25,31,Winter Warmer,16,SanTan Brewing Company,Chandler,NA
 AZ,Kilt Lifter Scottish-Style Ale,1635,0.06,21,161,,12,Four Peaks Brewing Company,Tempe,NA
 AZ,Kilt Lifter Scottish-Style Ale (2009),179,0.06,21,161,Scottish Ale,12,Four Peaks Brewing Company,Tempe,NA
 AZ,Epicenter Amber Ale,1073,0.055,20,31,American Amber / Red Ale,12,SanTan Brewing Company,Chandler,NA
 AZ,Epicenter Amber Ale (2010),124,0.055,20,31,American Amber / Red Ale,12,SanTan Brewing Company,Chandler,NA
 AZ,Lumberyard Pilsner,1153,0.053,20,159,American Pilsner,12,Lumberyard Brewing Company,Flagstaff,NA
 AZ,Mr. Pineapple,777,0.05,20,31,Fruit / Vegetable Beer,12,SanTan Brewing Company,Chandler,NA
 AZ,Sex Panther,2599,0.069,20,31,American Porter,12,SanTan Brewing Company,Chandler,NA
 AZ,Sex Panther (2014),852,0.069,20,31,American Porter,12,SanTan Brewing Company,Chandler,NA
 AZ,Sunbru Kölsch,2309,0.052,17,161,Kölsch,12,Four Peaks Brewing Company,Tempe,NA
 AZ,Noche Dulce,2062,0.071,16,232,American Porter,16,Borderlands Brewing Company,Tucson,NA
 AZ,SanTan HefeWeizen,1072,0.05,15,31,Hefeweizen,12,SanTan Brewing Company,Chandler,NA
 AZ,SanTan HefeWeizen (2010),286,0.05,15,31,Hefeweizen,12,SanTan Brewing Company,Chandler,NA
 AZ,SunSpot Golden Ale,1934,0.05,15,31,American Blonde Ale,12,SanTan Brewing Company,Chandler,NA
 AZ,Four Peaks Peach Ale,1585,0.042,9,161,Fruit / Vegetable Beer,12,Four Peaks Brewing Company,Tempe,NA
 CA,805 Blonde Ale,1957,0.047,NA,49,American Blonde Ale,12,Firestone Walker Brewing Company,Paso Robles,NA
 CA,Atom Splitter Pale Ale,1437,0.05,NA,311,American Pale Ale (APA),12,Pine Street Brewery,San Francisco,NA
 CA,Bacon Brown Ale,543,0.068,NA,523,American Brown Ale,16,Uncommon Brewers,Santa Cruz,NA
 CA,Baltic Porter,346,0.078,NA,523,Baltic Porter,16,Uncommon Brewers,Santa Cruz,NA
 CA,Black Bay Milk Stout,1797,0.05,NA,311,Milk / Sweet Stout,12,Pine Street Brewery,San Francisco,NA
 CA,Blood Orange Gose,2291,0.042,NA,172,Gose,12,Anderson Valley Brewing Company,Boonville,NA
 CA,Brotherhood Steam,2102,0.056,NA,36,California Common / Steam Beer,12,Anchor Brewing Company,San Francisco,NA
 CA,Cabrillo Kölsch,1034,0.05,NA,241,Kölsch,16,Golden Road Brewing,Los Angeles,NA
 CA,California Lager,2103,0.049,19,36,American Amber / Red Lager,12,Anchor Brewing Company,San Francisco,NA
 CA,CANfusion Rye Bock,1918,0.06,NA,84,Rye Beer,12,Sierra Nevada Brewing Company,Chico,NA
 CA,Casinos IPA,1362,0.07,NA,253,English India Pale Ale (IPA),16,Santa Cruz Mountain Brewing,Santa Cruz,NA
 CA,Chronic Ale,1457,0.049,NA,371,American Amber / Red Ale,16,Pizza Port Brewing Company,Carlsbad,NA
 CA,Cortez Gold,2442,0.05,NA,99,Belgian Pale Ale,32,Mission Brewery,San Diego,NA
 CA,Dread Brown Ale,1683,0.054,NA,253,American Brown Ale,12,Santa Cruz Mountain Brewing,Santa Cruz,NA
 CA,Epic IPA,75,0.065,NA,535,American IPA,12,Mammoth Brewing Company,Mammoth Lakes,NA
 CA,Fall Hornin',1563,0.06,NA,172,Pumpkin Ale,12,Anderson Valley Brewing Company,Boonville,NA
 CA,Golden State Ale,347,0.064,NA,523,Belgian Pale Ale,16,Uncommon Brewers,Santa Cruz,NA
 CA,Golden Trout Pilsner,74,0.042,NA,535,German Pilsener,12,Mammoth Brewing Company,Mammoth Lakes,NA
 CA,Grapefruit Sculpin,2593,0.07,NA,35,American IPA,12,Ballast Point Brewing Company,San Diego,NA
 CA,He Said Baltic-Style Porter,1593,0.082,NA,369,Baltic Porter,12,21st Amendment Brewery,San Francisco,NA
 CA,He Said Belgian-Style Tripel,1592,0.082,NA,369,Tripel,12,21st Amendment Brewery,San Francisco,NA
 CA,High Country Pilsner (Current),511,0.042,NA,535,German Pilsener,12,Mammoth Brewing Company,Mammoth Lakes,NA
 CA,IPA,2578,0.065,NA,36,American IPA,12,Anchor Brewing Company,San Francisco,NA
 CA,Kaleidoscope Collaboration 2012,731,NA,NA,492,American Black Ale,16,Devil's Canyon Brewery,Belmont,NA
 CA,Keebarlin' Pale Ale,1818,0.042,NA,172,American Pale Ale (APA),12,Anderson Valley Brewing Company,Boonville,NA
 CA,Kolschtal Eddy,2035,0.055,NA,34,Kölsch,16,The Dudes' Brewing Company,Torrance,NA
 CA,Liberty Ale,2592,0.059,NA,36,American IPA,12,Anchor Brewing Company,San Francisco,NA
 CA,Longfin Lager,1019,0.046,NA,35,Munich Helles Lager,12,Ballast Point Brewing Company,San Diego,NA
 CA,Marooned On Hog Island,976,0.079,NA,369,American Stout,12,21st Amendment Brewery,San Francisco,NA
 CA,Monkey Paw Oatmeal Pale Ale,717,0.058,NA,515,American Pale Ale (APA),16,Monkey Paw Pub & Brewery,San Diego,NA
 CA,Nooner,2474,0.052,NA,84,German Pilsener,12,Sierra Nevada Brewing Company,Chico,NA
 CA,Pilsner Ukiah,98,0.055,NA,556,German Pilsener,12,Ukiah Brewing Company,Ukiah,NA
 CA,Pivo Pils,2462,0.053,NA,49,German Pilsener,12,Firestone Walker Brewing Company,Paso Robles,NA
 CA,PONTO S.I.P.A.,1589,0.045,NA,371,American IPA,16,Pizza Port Brewing Company,Carlsbad,NA
 CA,Real McCoy Amber Ale (Current),73,0.045,NA,535,American Amber / Red Ale,12,Mammoth Brewing Company,Mammoth Lakes,NA
 CA,Rich Man's IIPA,718,0.087,NA,515,American Double / Imperial IPA,16,Monkey Paw Pub & Brewery,San Diego,NA
 CA,Scotty K NA,606,0.001,NA,523,Low Alcohol Beer,16,Uncommon Brewers,Santa Cruz,NA
 CA,Siamese twin,25,0.085,NA,523,Dubbel,16,Uncommon Brewers,Santa Cruz,NA
 CA,South Bay Session IPA,2034,0.05,NA,34,American IPA,16,The Dudes' Brewing Company,Torrance,NA
 CA,Sprocket Blonde Ale (2006),1735,0.05,NA,334,American Blonde Ale,12,David's Ale Works,Diamond Springs,NA
 CA,Sprocket Pale Ale (2006),1734,0.05,NA,334,American Pale Ale (APA),12,David's Ale Works,Diamond Springs,NA
 CA,Summer Wheat,2577,0.045,NA,36,American Pale Wheat Ale,12,Anchor Brewing Company,San Francisco,NA
 CA,Swami's India Pale Ale,1191,0.068,NA,371,American IPA,16,Pizza Port Brewing Company,Carlsbad,NA
 CA,Sweet Georgia Brown,719,0.054,NA,515,American Brown Ale,16,Monkey Paw Pub & Brewery,San Diego,NA
 CA,TailGate Saison,1164,0.05,NA,450,Saison / Farmhouse Ale,12,TailGate Beer,San Diego,NA
 CA,"the Kimmie, the Yink and the Holy Gose",1738,0.048,NA,172,Gose,12,Anderson Valley Brewing Company,Boonville,NA
 CA,Weiss Weiss Baby,2591,0.045,NA,37,Kristalweizen,12,Figueroa Mountain Brewing Company,Buellton,NA
 CA,Yonder Bock,1919,0.06,NA,84,Maibock / Helles Bock,12,Sierra Nevada Brewing Company,Chico,NA
 CA,Blazing World,1492,0.065,115,210,American Amber / Red Ale,16,Modern Times Beer,San Diego,NA
 CA,Double Trunk,1561,0.099,101,34,American Double / Imperial IPA,16,The Dudes' Brewing Company,Torrance,NA
 CA,Habitus,2664,0.08,100,4,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego,NA
 CA,Habitus (2014),2668,0.08,100,4,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego,NA
 CA,Terrace Hill Double IPA,1647,0.095,99,351,American Double / Imperial IPA,16,Central Coast Brewing Company,San Luis Obispo,NA
 CA,Dodgy Knight Imperial IPA,1229,0.08,95,450,American Double / Imperial IPA,12,TailGate Beer,San Diego,NA
 CA,Hop Crisis,432,0.097,94,369,American Double / Imperial IPA,12,21st Amendment Brewery,San Francisco,NA
 CA,Chaotic Double IPA,1674,0.099,93,347,American Double / Imperial IPA,12,Manzanita Brewing Company,Santee,NA
 CA,Better Weather IPA,1641,0.094,92,241,American IPA,16,Golden Road Brewing,Los Angeles,NA
 CA,Lower De Boom,1036,0.099,92,369,American Barleywine,8.4,21st Amendment Brewery,San Francisco,NA
 CA,Giant DIPA,2002,0.089,88,253,American Double / Imperial IPA,16,Santa Cruz Mountain Brewing,Santa Cruz,NA
 CA,Manzanita IPA,1673,0.08,88,347,American IPA,12,Manzanita Brewing Company,Santee,NA
 CA,Habitus IPA,1346,0.08,86,424,American IPA,16,Hess Brewing Company,San Diego,NA
 CA,California Sunshine Rye IPA,730,0.071,85,492,American IPA,16,Devil's Canyon Brewery,Belmont,NA
 CA,City of the Sun,2159,0.075,85,210,American IPA,16,Modern Times Beer,San Diego,NA
 CA,Ex Umbris Rye Imperial Stout,904,0.099,85,424,American Double / Imperial Stout,16,Hess Brewing Company,San Diego,NA
 CA,Lucky Day IPA,1648,0.072,85,351,American IPA,16,Central Coast Brewing Company,San Luis Obispo,NA
 CA,Solis,2667,0.075,85,4,American IPA,16,Mike Hess Brewing Company,San Diego,NA
 CA,Hop Ottin' IPA,1327,0.07,80,172,American IPA,12,Anderson Valley Brewing Company,Boonville,NA
 CA,Hop Ottin' IPA (2011),367,0.07,80,172,American IPA,12,Anderson Valley Brewing Company,Boonville,NA
 CA,Catch 23,1646,0.075,77,351,American Black Ale,16,Central Coast Brewing Company,San Luis Obispo,NA
 CA,Hill 88 Double IPA,1893,0.088,77,281,American Double / Imperial IPA,16,Headlands Brewing Company,Mill Valley,NA
 CA,Aurora ,2154,0.067,75,210,American Amber / Red Ale,16,Modern Times Beer,San Diego,NA
 CA,Big Eye India Pale Ale,1400,0.07,75,35,American IPA,12,Ballast Point Brewing Company,San Diego,NA
 CA,Booming Rollers,2157,0.068,75,210,American IPA,16,Modern Times Beer,San Diego,NA
 CA,Might As Well IPL,2045,0.072,75,241,American Pale Lager,16,Golden Road Brewing,Los Angeles,NA
 CA,Shipwrecked Double IPA,1459,0.092,75,99,American Double / Imperial IPA,32,Mission Brewery,San Diego,NA
 CA,Union Jack,2463,0.075,75,49,American IPA,12,Firestone Walker Brewing Company,Paso Robles,NA
 CA,2020 IPA,1777,0.074,74,241,American IPA,16,Golden Road Brewing,Los Angeles,NA
 CA,21st Amendment IPA (2006),799,0.07,70,369,American IPA,12,21st Amendment Brewery,San Francisco,NA
 CA,Brew Free! or Die IPA (2008),797,0.07,70,369,American IPA,12,21st Amendment Brewery,San Francisco,NA
 CA,Brew Free! or Die IPA (2009),796,0.07,70,369,American IPA,12,21st Amendment Brewery,San Francisco,NA
 CA,Burning Bush Smoked IPA,750,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles,NA
 CA,Sculpin IPA,1018,0.07,70,35,American IPA,12,Ballast Point Brewing Company,San Diego,NA
 CA,Wolf Among Weeds IPA,1698,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles,NA
 CA,Wolf Among Weeds IPA (2012),749,0.08,70,241,American IPA,16,Golden Road Brewing,Los Angeles,NA
 CA,Mission IPA,2441,0.068,66,99,American IPA,32,Mission Brewery,San Diego,NA
 CA,Saint Archer IPA,1867,0.068,66,289,American IPA,12,Saint Archer Brewery,San Diego,NA
 CA,Back in Black,173,0.068,65,369,American Black Ale,12,21st Amendment Brewery,San Francisco,NA
 CA,Brew Free! or Die IPA,10,0.07,65,369,American IPA,12,21st Amendment Brewery,San Francisco,NA
 CA,Groupe G,1895,0.076,65,281,Belgian IPA,16,Headlands Brewing Company,Mill Valley,NA
 CA,Heal the Bay IPA,1399,0.068,65,241,American IPA,16,Golden Road Brewing,Los Angeles,NA
 CA,Torpedo,2239,0.072,65,84,American IPA,12,Sierra Nevada Brewing Company,Chico,NA
 CA,Torpedo,426,0.072,65,84,American IPA,16,Sierra Nevada Brewing Company,Chico,NA
 CA,Blur India Pale Ale,1302,0.074,60,433,American IPA,12,Seabright Brewery,Santa Cruz,NA
 CA,Jacaranada Rye IPA,1772,0.067,60,321,American IPA,16,Claremont Craft Ales,Claremont,NA
 CA,Point the Way IPA,1490,0.059,60,241,American IPA,16,Golden Road Brewing,Los Angeles,NA
 CA,Point the Way IPA,1296,0.059,60,241,American IPA,12,Golden Road Brewing,Los Angeles,NA
 CA,Point the Way IPA (2012),549,0.059,60,241,American IPA,16,Golden Road Brewing,Los Angeles,NA
 CA,CAPT Black IPA,1478,0.073,55,398,American Black Ale,12,Ruhstaller Beer Company,Sacramento,NA
 CA,CAPT Black IPA,883,0.073,55,398,American Black Ale,16,Ruhstaller Beer Company,Sacramento,NA
 CA,Back in the Saddle Rye Pale Ale,1047,0.037,53,449,American Pale Ale (APA),12,Mavericks Beer Company,Half Moon Bay,NA
 CA,Special Edition: Allies Win The War!,531,0.085,52,369,English Strong Ale,12,21st Amendment Brewery,San Francisco,NA
 CA,Oneida,2156,0.052,50,210,American Pale Ale (APA),16,Modern Times Beer,San Diego,NA
 CA,Gillespie Brown Ale,1671,0.095,49,347,American Brown Ale,12,Manzanita Brewing Company,Santee,NA
 CA,Easy Jack,2569,0.045,47,49,American IPA,12,Firestone Walker Brewing Company,Paso Robles,NA
 CA,Fortunate Islands,1494,0.047,46,210,American Pale Wheat Ale,16,Modern Times Beer,San Diego,NA
 CA,Czech Yo Self,2590,0.055,45,37,Czech Pilsener,12,Figueroa Mountain Brewing Company,Buellton,NA
 CA,Fireside Chat,1024,0.079,45,369,Winter Warmer,12,21st Amendment Brewery,San Francisco,NA
 CA,Fireside Chat (2010),321,0.079,45,369,Winter Warmer,12,21st Amendment Brewery,San Francisco,NA
 CA,Aftermath Pale Ale,1896,0.058,44,113,American Pale Ale (APA),12,Black Market Brewing Company,Temecula,NA
 CA,El Conquistador Extra Pale Ale,1460,0.048,44,99,American Pale Ale (APA),32,Mission Brewery,San Diego,NA
 CA,Manzanita Pale Ale,1670,0.066,44,347,American Pale Ale (APA),12,Manzanita Brewing Company,Santee,NA
 CA,TailGate IPA,663,0.05,44,450,American IPA,24,TailGate Beer,San Diego,NA
 CA,TailGate IPA,662,0.05,44,450,American IPA,12,TailGate Beer,San Diego,NA
 CA,Bitter American,876,0.044,42,369,American Pale Ale (APA),12,21st Amendment Brewery,San Francisco,NA
 CA,Bitter American (2011),353,0.044,42,369,American Pale Ale (APA),12,21st Amendment Brewery,San Francisco,NA
 CA,Ruhstaller's Gilt Edge Lager Beer,1370,0.048,42,398,American Amber / Red Lager,12,Ruhstaller Beer Company,Sacramento,NA
 CA,Villager,2658,0.063,42,5,American IPA,12,Fort Point Beer Company,San Francisco,NA
 CA,Black House,1493,0.058,40,210,American Stout,16,Modern Times Beer,San Diego,NA
 CA,Even Keel,2105,0.038,40,35,American IPA,12,Ballast Point Brewing Company,San Diego,NA
 CA,Pt. Bonita Rustic Lager,1894,0.062,40,281,American Pale Lager,16,Headlands Brewing Company,Mill Valley,NA
 CA,Saint Archer Pale Ale,1865,0.052,40,289,American Pale Ale (APA),12,Saint Archer Brewery,San Diego,NA
 CA,Sierra Nevada Pale Ale,1905,0.056,37,84,American Pale Ale (APA),16,Sierra Nevada Brewing Company,Chico,NA
 CA,Sierra Nevada Pale Ale,400,0.056,37,84,American Pale Ale (APA),12,Sierra Nevada Brewing Company,Chico,NA
 CA,Mucho Aloha Hawaiian Pale Ale,668,0.056,36,518,American Pale Ale (APA),12,Butcher's Brewing,Carlsbad,NA
 CA,1881 California Red,1479,0.056,35,398,American Amber / Red Ale,12,Ruhstaller Beer Company,Sacramento,NA
 CA,1881 California Red Ale,882,0.056,35,398,American Amber / Red Ale,16,Ruhstaller Beer Company,Sacramento,NA
 CA,Baby Daddy Session IPA,2486,0.047,35,79,American IPA,12,Speakasy Ales & Lagers,San Francisco,NA
 CA,Blackmarket Rye IPA,1898,0.075,35,113,American IPA,12,Black Market Brewing Company,Temecula,NA
 CA,Monk's Blood,11,0.083,35,369,Belgian Dark Ale,12,21st Amendment Brewery,San Francisco,NA
 CA,Saison Pamplemousse,1960,0.058,35,241,Saison / Farmhouse Ale,12,Golden Road Brewing,Los Angeles,NA
 CA,Surfrider,2594,0.052,35,34,American Pale Ale (APA),16,The Dudes' Brewing Company,Torrance,NA
 CA,Grandma's Pecan,1562,0.069,34,34,English Brown Ale,16,The Dudes' Brewing Company,Torrance,NA
 CA,Pit Stop Chocolate Porter,1237,0.037,34,449,American Porter,12,Mavericks Beer Company,Half Moon Bay,NA
 CA,Grazias,1351,0.063,30,424,Cream Ale,16,Hess Brewing Company,San Diego,NA
 CA,Grazias,2663,0.063,30,4,Cream Ale,16,Mike Hess Brewing Company,San Diego,NA
 CA,Lomaland,1495,0.055,30,210,Saison / Farmhouse Ale,16,Modern Times Beer,San Diego,NA
 CA,Claritas,2662,0.058,28,4,Kölsch,16,Mike Hess Brewing Company,San Diego,NA
 CA,Poleeko Gold Pale Ale (2009),76,0.055,28,172,American Pale Ale (APA),12,Anderson Valley Brewing Company,Boonville,NA
 CA,Summerfest,1295,0.05,28,84,Czech Pilsener,12,Sierra Nevada Brewing Company,Chico,NA
 CA,TailGate Hefeweizen,623,0.049,28,450,Hefeweizen,24,TailGate Beer,San Diego,NA
 CA,TailGate Hefeweizen,361,0.049,28,450,Hefeweizen,12,TailGate Beer,San Diego,NA
 CA,Deadicated Amber,924,0.054,27,492,American Amber / Red Ale,16,Devil's Canyon Brewery,Belmont,NA
 CA,Old Chico Crystal Wheat,1338,0.048,26,84,American Pale Wheat Ale,12,Sierra Nevada Brewing Company,Chico,NA
 CA,El Steinber Dark Lager,1217,0.055,25,172,Vienna Lager,16,Anderson Valley Brewing Company,Boonville,NA
 CA,Riverwalk Blonde Ale,1672,0.06,25,347,American Blonde Ale,12,Manzanita Brewing Company,Santee,NA
 CA,Jucundus,2666,0.06,24,4,Wheat Ale,16,Mike Hess Brewing Company,San Diego,NA
 CA,Ballast Point Pale Ale,1401,0.052,23,35,Kölsch,12,Ballast Point Brewing Company,San Diego,NA
 CA,Saint Archer Blonde,1864,0.048,22,289,Kölsch,12,Saint Archer Brewery,San Diego,NA
 CA,Cali Creamin',2413,0.052,21,112,Cream Ale,12,Mother Earth Brew Company,Vista,NA
 CA,Pace Setter Belgian Style Wit,1236,0.037,21,449,Witbier,12,Mavericks Beer Company,Half Moon Bay,NA
 CA,805,1733,0.047,20,49,American Blonde Ale,12,Firestone Walker Brewing Company,Paso Robles,NA
 CA,FMB 101,1968,0.048,20,37,Kölsch,12,Figueroa Mountain Brewing Company,Buellton,NA
 CA,Get Up Offa That Brown,991,0.055,20,241,American Brown Ale,16,Golden Road Brewing,Los Angeles,NA
 CA,Blacktop Blonde,622,0.05,19,450,American Blonde Ale,24,TailGate Beer,San Diego,NA
 CA,Blacktop Blonde,362,0.05,19,450,American Blonde Ale,12,TailGate Beer,San Diego,NA
 CA,Park,2661,0.047,19,5,American Pale Wheat Ale,12,Fort Point Beer Company,San Francisco,NA
 CA,21st Amendment Watermelon Wheat Beer (2006),800,0.049,17,369,Fruit / Vegetable Beer,12,21st Amendment Brewery,San Francisco,NA
 CA,Hell or High Watermelon Wheat,9,0.049,17,369,Fruit / Vegetable Beer,12,21st Amendment Brewery,San Francisco,NA
